2.92875790596	11.0387834391
2.91035294533	13.1697992662
3.05841994286	15.9335887633
2.96963655949	17.4480214352
2.96615600586	19.1825585096
2.70663460096	21.4572282655
2.62014468511	25.2384734382
2.42331703504	29.1286324112
2.36789266268	31.4923206794
2.47883856297	34.8736511434
2.40479207039	38.2744560668
2.40464305878	43.4736759314
2.3774074316	44.7468027223
2.42333495617	50.0637562109
2.36164100965	55.1460586915
2.35657199224	60.246440719
2.30616203944	63.7938543095
2.34925210476	68.3949184121
2.29983464877	73.7419539131
2.20093083382	75.6968429021
